#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002687185.1	PRJNA391943	SAMN07618367	NYZO00000000.1	na	1906665	1906665	archaeon		ARS54	latest	Contig	Major	Full	2017/10/24	ASM268718v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/185/GCA_002687185.1_ASM268718v1	derived from metagenome ; genome length too large	
GCA_002687815.1	PRJNA391943	SAMN07618366	NZBH00000000.1	na	1906665	1906665	archaeon		ARS1414	latest	Contig	Major	Full	2017/10/24	ASM268781v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/687/815/GCA_002687815.1_ASM268781v1	derived from metagenome	
GCA_002688265.1	PRJNA391943	SAMN07618364	NZCK00000000.1	na	1906665	1906665	archaeon		ARS1203	latest	Contig	Major	Full	2017/10/24	ASM268826v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/265/GCA_002688265.1_ASM268826v1	derived from metagenome	
GCA_002688325.1	PRJNA391943	SAMN07618363	NZCS00000000.1	na	1906665	1906665	archaeon		ARS1178	latest	Contig	Major	Full	2017/10/24	ASM268832v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/325/GCA_002688325.1_ASM268832v1	derived from metagenome	
GCA_002688355.1	PRJNA391943	SAMN07618362	NZCT00000000.1	na	1906665	1906665	archaeon		ARS1176	latest	Contig	Major	Full	2017/10/24	ASM268835v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/355/GCA_002688355.1_ASM268835v1	derived from metagenome	
GCA_002688745.1	PRJNA391943	SAMN07618361	NZDG00000000.1	na	1906665	1906665	archaeon		ARS108	latest	Contig	Major	Full	2017/10/24	ASM268874v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/745/GCA_002688745.1_ASM268874v1	derived from metagenome	
GCA_002688925.1	PRJNA391943	SAMN07618360	NZEC00000000.1	na	1906665	1906665	archaeon		ARS102	latest	Contig	Major	Full	2017/10/24	ASM268892v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/925/GCA_002688925.1_ASM268892v1	derived from metagenome	
GCA_002688965.1	PRJNA391943	SAMN07618359	NZEE00000000.1	na	1906665	1906665	archaeon		ARS1018	latest	Contig	Major	Full	2017/10/24	ASM268896v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/688/965/GCA_002688965.1_ASM268896v1	derived from metagenome ; genome length too large	
GCA_002727675.1	PRJNA391943	SAMN07620164	PBXQ00000000.1	na	1906666	1906666	Thermoplasmata archaeon		RS476	latest	Contig	Major	Full	2017/10/26	ASM272767v1	Tara Oceans Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/727/675/GCA_002727675.1_ASM272767v1	derived from metagenome	
GCA_002496325.1	PRJNA348753	SAMN06027325	DAJM00000000.1	na	1915423	1915423	Candidatus Methanoperedens sp. UBA453		UBA453	latest	Scaffold	Major	Full	2017/10/10	ASM249632v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/325/GCA_002496325.1_ASM249632v1	derived from metagenome	
GCA_002505765.1	PRJNA348753	SAMN06027210	DAVZ00000000.1	na	1915424	1915424	Methanobacterium sp. UBA176		UBA176	latest	Scaffold	Major	Full	2017/10/10	ASM250576v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/765/GCA_002505765.1_ASM250576v1	derived from metagenome	
GCA_002502855.1	PRJNA348753	SAMN06027541	DAQK00000000.1	na	1915425	1915425	Methanobacterium sp. UBA279		UBA279	latest	Scaffold	Major	Full	2017/10/10	ASM250285v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/855/GCA_002502855.1_ASM250285v1	derived from metagenome	
GCA_002502445.1	PRJNA348753	SAMN06027068	DAOV00000000.1	na	1915426	1915426	Methanobacterium sp. UBA283		UBA283	latest	Scaffold	Major	Full	2017/10/10	ASM250244v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/445/GCA_002502445.1_ASM250244v1	derived from metagenome	
GCA_002496555.1	PRJNA348753	SAMN06027251	DAKI00000000.1	na	1915427	1915427	Methanobacterium sp. UBA290		UBA290	latest	Scaffold	Major	Full	2017/10/10	ASM249655v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/555/GCA_002496555.1_ASM249655v1	derived from metagenome	
GCA_002494495.1	PRJNA348753	SAMN06027247	DACB00000000.1	na	1915428	1915428	Methanobacterium sp. UBA294		UBA294	latest	Scaffold	Major	Full	2017/10/10	ASM249449v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/495/GCA_002494495.1_ASM249449v1	derived from metagenome	
GCA_002497395.1	PRJNA348753	SAMN06027246	DACY00000000.1	na	1915429	1915429	Methanobacterium sp. UBA295		UBA295	latest	Scaffold	Major	Full	2017/10/10	ASM249739v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/395/GCA_002497395.1_ASM249739v1	derived from metagenome	
GCA_002509705.1	PRJNA348753	SAMN06027248	DAVW00000000.1	na	1915430	1915430	Methanobacterium sp. UBA297		UBA297	latest	Scaffold	Major	Full	2017/10/11	ASM250970v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/705/GCA_002509705.1_ASM250970v1	derived from metagenome	
GCA_002504585.1	PRJNA348753	SAMN06027217	DATE00000000.1	na	1915431	1915431	Methanobacterium sp. UBA299		UBA299	latest	Scaffold	Major	Full	2017/10/10	ASM250458v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/585/GCA_002504585.1_ASM250458v1	derived from metagenome	
GCA_002498485.1	PRJNA348753	SAMN06027360	DAHP00000000.1	na	1915432	1915432	Methanobacterium sp. UBA302		UBA302	latest	Scaffold	Major	Full	2017/10/10	ASM249848v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/485/GCA_002498485.1_ASM249848v1	derived from metagenome	
GCA_002497105.1	PRJNA348753	SAMN06027357	DAMM00000000.1	na	1915433	1915433	Methanobacterium sp. UBA305		UBA305	latest	Scaffold	Major	Full	2017/10/10	ASM249710v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/105/GCA_002497105.1_ASM249710v1	derived from metagenome	
GCA_002502635.1	PRJNA348753	SAMN06027410	DAPZ00000000.1	na	1915434	1915434	Methanobacterium sp. UBA310		UBA310	latest	Scaffold	Major	Full	2017/10/10	ASM250263v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/635/GCA_002502635.1_ASM250263v1	derived from metagenome	
GCA_002495445.1	PRJNA348753	SAMN06027467	DAFG00000000.1	na	1915435	1915435	Methanobacterium sp. UBA311		UBA311	latest	Scaffold	Major	Full	2017/10/10	ASM249544v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/445/GCA_002495445.1_ASM249544v1	derived from metagenome	
GCA_002503585.1	PRJNA348753	SAMN06027166	DASB00000000.1	na	1915436	1915436	Methanobacterium sp. UBA316		UBA316	latest	Scaffold	Major	Full	2017/10/10	ASM250358v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/585/GCA_002503585.1_ASM250358v1	derived from metagenome	
GCA_002503185.1	PRJNA348753	SAMN06027632	DARD00000000.1	na	1915437	1915437	Methanobacterium sp. UBA322		UBA322	latest	Scaffold	Major	Full	2017/10/10	ASM250318v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/185/GCA_002503185.1_ASM250318v1	derived from metagenome	
GCA_002502845.1	PRJNA348753	SAMN06027626	DAQJ00000000.1	na	1915438	1915438	Methanobacterium sp. UBA324		UBA324	latest	Scaffold	Major	Full	2017/10/10	ASM250284v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/845/GCA_002502845.1_ASM250284v1	derived from metagenome	
GCA_002498225.1	PRJNA348753	SAMN06027627	DAGS00000000.1	na	1915439	1915439	Methanobacterium sp. UBA327		UBA327	latest	Scaffold	Major	Full	2017/10/10	ASM249822v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/225/GCA_002498225.1_ASM249822v1	derived from metagenome	
GCA_002509065.1	PRJNA348753	SAMN06027490	DAND00000000.1	na	1915440	1915440	Methanobacterium sp. UBA330		UBA330	latest	Scaffold	Major	Full	2017/10/11	ASM250906v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/065/GCA_002509065.1_ASM250906v1	derived from metagenome ; low contig N50	
GCA_002503565.1	PRJNA348753	SAMN06027484	DARZ00000000.1	na	1915441	1915441	Methanobacterium sp. UBA336		UBA336	latest	Scaffold	Major	Full	2017/10/10	ASM250356v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/565/GCA_002503565.1_ASM250356v1	derived from metagenome	
GCA_002505725.1	PRJNA348753	SAMN06027499	DAVX00000000.1	na	1915442	1915442	Methanobacterium sp. UBA339		UBA339	latest	Scaffold	Major	Full	2017/10/10	ASM250572v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/725/GCA_002505725.1_ASM250572v1	derived from metagenome	
GCA_002505895.1	PRJNA348753	SAMN06027439	DAWG00000000.1	na	1915443	1915443	Methanobacterium sp. UBA341		UBA341	latest	Scaffold	Major	Full	2017/10/10	ASM250589v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/895/GCA_002505895.1_ASM250589v1	derived from metagenome	
GCA_002504965.1	PRJNA348753	SAMN06027242	DAUB00000000.1	na	1915444	1915444	Methanobacterium sp. UBA350		UBA350	latest	Scaffold	Major	Full	2017/10/10	ASM250496v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/965/GCA_002504965.1_ASM250496v1	derived from metagenome	
GCA_002505925.1	PRJNA348753	SAMN06027243	DAWI00000000.1	na	1915445	1915445	Methanobacterium sp. UBA351		UBA351	latest	Scaffold	Major	Full	2017/10/10	ASM250592v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/925/GCA_002505925.1_ASM250592v1	derived from metagenome	
GCA_002496805.1	PRJNA348753	SAMN06027245	DALO00000000.1	na	1915446	1915446	Methanobacterium sp. UBA353		UBA353	latest	Scaffold	Major	Full	2017/10/10	ASM249680v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/805/GCA_002496805.1_ASM249680v1	derived from metagenome	
GCA_002498055.1	PRJNA348753	SAMN06027239	DAGD00000000.1	na	1915447	1915447	Methanobacterium sp. UBA355		UBA355	latest	Scaffold	Major	Full	2017/10/10	ASM249805v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/055/GCA_002498055.1_ASM249805v1	derived from metagenome	
GCA_002499035.1	PRJNA348753	SAMN06027241	DAKB00000000.1	na	1915448	1915448	Methanobacterium sp. UBA357		UBA357	latest	Scaffold	Major	Full	2017/10/10	ASM249903v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/035/GCA_002499035.1_ASM249903v1	derived from metagenome	
GCA_002509045.1	PRJNA348753	SAMN06027072	DAJL00000000.1	na	1915449	1915449	Methanobacterium sp. UBA368		UBA368	latest	Scaffold	Major	Full	2017/10/11	ASM250904v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/045/GCA_002509045.1_ASM250904v1	derived from metagenome	
GCA_002507025.1	PRJNA348753	SAMN06027550	DAYV00000000.1	na	1915450	1915450	Methanobacterium sp. UBA373		UBA373	latest	Scaffold	Major	Full	2017/10/10	ASM250702v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/025/GCA_002507025.1_ASM250702v1	derived from metagenome	
GCA_002495625.1	PRJNA348753	SAMN06027556	DAGC00000000.1	na	1915451	1915451	Methanobacterium sp. UBA375		UBA375	latest	Scaffold	Major	Full	2017/10/10	ASM249562v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/625/GCA_002495625.1_ASM249562v1	derived from metagenome	
GCA_002499145.1	PRJNA348753	SAMN06027548	DAKK00000000.1	na	1915452	1915452	Methanobacterium sp. UBA379		UBA379	latest	Scaffold	Major	Full	2017/10/10	ASM249914v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/145/GCA_002499145.1_ASM249914v1	derived from metagenome	
GCA_002503005.1	PRJNA348753	SAMN06027528	DAQU00000000.1	na	1915453	1915453	Methanobacterium sp. UBA380		UBA380	latest	Scaffold	Major	Full	2017/10/10	ASM250300v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/005/GCA_002503005.1_ASM250300v1	derived from metagenome	
GCA_002498905.1	PRJNA348753	SAMN06027524	DAJG00000000.1	na	1915454	1915454	Methanobacterium sp. UBA384		UBA384	latest	Scaffold	Major	Full	2017/10/10	ASM249890v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/905/GCA_002498905.1_ASM249890v1	derived from metagenome	
GCA_002505535.1	PRJNA348753	SAMN06027523	DAVK00000000.1	na	1915455	1915455	Methanobacterium sp. UBA385		UBA385	latest	Scaffold	Major	Full	2017/10/10	ASM250553v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/535/GCA_002505535.1_ASM250553v1	derived from metagenome	
GCA_002509005.1	PRJNA348753	SAMN06027530	DAHI00000000.1	na	1915456	1915456	Methanobacterium sp. UBA388		UBA388	latest	Scaffold	Major	Full	2017/10/11	ASM250900v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/005/GCA_002509005.1_ASM250900v1	derived from metagenome	
GCA_002504765.1	PRJNA348753	SAMN06027314	DATQ00000000.1	na	1915457	1915457	Methanobacterium sp. UBA390		UBA390	latest	Scaffold	Major	Full	2017/10/10	ASM250476v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/765/GCA_002504765.1_ASM250476v1	derived from metagenome	
GCA_002504505.1	PRJNA348753	SAMN06027315	DATA00000000.1	na	1915458	1915458	Methanobacterium sp. UBA391		UBA391	latest	Scaffold	Major	Full	2017/10/10	ASM250450v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/505/GCA_002504505.1_ASM250450v1	derived from metagenome	
GCA_002506795.1	PRJNA348753	SAMN06027321	DAYF00000000.1	na	1915459	1915459	Methanobacterium sp. UBA397		UBA397	latest	Scaffold	Major	Full	2017/10/10	ASM250679v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/795/GCA_002506795.1_ASM250679v1	derived from metagenome	
GCA_002495365.1	PRJNA348753	SAMN06027096	DAES00000000.1	na	1915460	1915460	Methanobacterium sp. UBA405		UBA405	latest	Scaffold	Major	Full	2017/10/10	ASM249536v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/365/GCA_002495365.1_ASM249536v1	derived from metagenome	
GCA_002498385.1	PRJNA348753	SAMN06027289	DAHH00000000.1	na	1915461	1915461	Methanobacterium sp. UBA410		UBA410	latest	Scaffold	Major	Full	2017/10/10	ASM249838v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/385/GCA_002498385.1_ASM249838v1	derived from metagenome	
GCA_002503125.1	PRJNA348753	SAMN06027348	DARB00000000.1	na	1915462	1915462	Methanobacterium sp. UBA418		UBA418	latest	Scaffold	Major	Full	2017/10/10	ASM250312v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/125/GCA_002503125.1_ASM250312v1	derived from metagenome	
GCA_002495805.1	PRJNA348753	SAMN06027342	DAGY00000000.1	na	1915463	1915463	Methanobacterium sp. UBA419		UBA419	latest	Scaffold	Major	Full	2017/10/10	ASM249580v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/805/GCA_002495805.1_ASM249580v1	derived from metagenome	
GCA_002497365.1	PRJNA348753	SAMN06027025	DACT00000000.1	na	1915464	1915464	Methanobacterium sp. UBA42		UBA42	latest	Scaffold	Major	Full	2017/10/10	ASM249736v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/365/GCA_002497365.1_ASM249736v1	derived from metagenome	
GCA_002504485.1	PRJNA348753	SAMN06027376	DASZ00000000.1	na	1915465	1915465	Methanobacterium sp. UBA426		UBA426	latest	Scaffold	Major	Full	2017/10/10	ASM250448v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/485/GCA_002504485.1_ASM250448v1	derived from metagenome	
GCA_002497655.1	PRJNA348753	SAMN06027384	DAED00000000.1	na	1915466	1915466	Methanobacterium sp. UBA428		UBA428	latest	Scaffold	Major	Full	2017/10/10	ASM249765v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/655/GCA_002497655.1_ASM249765v1	derived from metagenome	
GCA_002494885.1	PRJNA348753	SAMN06027023	DACV00000000.1	na	1915467	1915467	Methanobacterium sp. UBA44		UBA44	latest	Scaffold	Major	Full	2017/10/10	ASM249488v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/885/GCA_002494885.1_ASM249488v1	derived from metagenome	
GCA_002507095.1	PRJNA348753	SAMN06027331	DAYY00000000.1	na	1915468	1915468	Methanobacterium sp. UBA455		UBA455	latest	Scaffold	Major	Full	2017/10/10	ASM250709v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/095/GCA_002507095.1_ASM250709v1	derived from metagenome	
GCA_002503345.1	PRJNA348753	SAMN06027609	DARM00000000.1	na	1915469	1915469	Methanobacterium sp. UBA479		UBA479	latest	Scaffold	Major	Full	2017/10/10	ASM250334v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/345/GCA_002503345.1_ASM250334v1	derived from metagenome	
GCA_002496545.1	PRJNA348753	SAMN06027465	DAKH00000000.1	na	1915470	1915470	Methanobacterium sp. UBA74		UBA74	latest	Scaffold	Major	Full	2017/10/10	ASM249654v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/545/GCA_002496545.1_ASM249654v1	derived from metagenome	
GCA_002509665.1	PRJNA348753	SAMN06027422	DADN00000000.1	na	1915471	1915471	Methanobacterium sp. UBA8		UBA8	latest	Scaffold	Major	Full	2017/10/11	ASM250966v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/665/GCA_002509665.1_ASM250966v1	derived from metagenome	
GCA_002505605.1	PRJNA348753	SAMN06027449	DAVP00000000.1	na	1915472	1915472	Methanobrevibacter sp. UBA187		UBA187	latest	Scaffold	Major	Full	2017/10/10	ASM250560v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/605/GCA_002505605.1_ASM250560v1	derived from metagenome	
GCA_002509015.1	PRJNA348753	SAMN06027456	DAVC00000000.1	na	1915473	1915473	Methanobrevibacter sp. UBA188		UBA188	latest	Scaffold	Major	Full	2017/10/11	ASM250901v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/015/GCA_002509015.1_ASM250901v1	derived from metagenome	
GCA_002508985.1	PRJNA348753	SAMN06027455	DAEC00000000.1	na	1915474	1915474	Methanobrevibacter sp. UBA189		UBA189	latest	Scaffold	Major	Full	2017/10/11	ASM250898v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/985/GCA_002508985.1_ASM250898v1	derived from metagenome ; low contig N50	
GCA_002508965.1	PRJNA348753	SAMN06027260	DAUX00000000.1	na	1915475	1915475	Methanobrevibacter sp. UBA190		UBA190	latest	Scaffold	Major	Full	2017/10/11	ASM250896v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/965/GCA_002508965.1_ASM250896v1	derived from metagenome	
GCA_002498445.1	PRJNA348753	SAMN06027108	DAHN00000000.1	na	1915476	1915476	Methanobrevibacter sp. UBA212		UBA212	latest	Scaffold	Major	Full	2017/10/10	ASM249844v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/445/GCA_002498445.1_ASM249844v1	derived from metagenome	
GCA_002509655.1	PRJNA348753	SAMN06027163	DAXC00000000.1	na	1915477	1915477	Methanobrevibacter sp. UBA313		UBA313	latest	Scaffold	Major	Full	2017/10/11	ASM250965v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/655/GCA_002509655.1_ASM250965v1	derived from metagenome	
GCA_002509645.1	PRJNA348753	SAMN06027435	DAUD00000000.1	na	1915478	1915478	Methanobrevibacter sp. UBA318		UBA318	latest	Scaffold	Major	Full	2017/10/11	ASM250964v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/645/GCA_002509645.1_ASM250964v1	derived from metagenome	
GCA_002508925.1	PRJNA348753	SAMN06027625	DAKP00000000.1	na	1915479	1915479	Methanobrevibacter sp. UBA325		UBA325	latest	Scaffold	Major	Full	2017/10/11	ASM250892v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/925/GCA_002508925.1_ASM250892v1	derived from metagenome	
GCA_002496295.1	PRJNA348753	SAMN06027485	DAJF00000000.1	na	1915480	1915480	Methanobrevibacter sp. UBA337		UBA337	latest	Scaffold	Major	Full	2017/10/10	ASM249629v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/295/GCA_002496295.1_ASM249629v1	derived from metagenome	
GCA_002508935.1	PRJNA348753	SAMN06027244	DAZB00000000.1	na	1915481	1915481	Methanobrevibacter sp. UBA352		UBA352	latest	Scaffold	Major	Full	2017/10/11	ASM250893v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/935/GCA_002508935.1_ASM250893v1	derived from metagenome	
GCA_002508905.1	PRJNA348753	SAMN06027077	DABW00000000.1	na	1915482	1915482	Methanobrevibacter sp. UBA365		UBA365	latest	Scaffold	Major	Full	2017/10/11	ASM250890v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/905/GCA_002508905.1_ASM250890v1	derived from metagenome	
GCA_002508885.1	PRJNA348753	SAMN06027319	DAFL00000000.1	na	1915483	1915483	Methanobrevibacter sp. UBA395		UBA395	latest	Scaffold	Major	Full	2017/10/11	ASM250888v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/508/885/GCA_002508885.1_ASM250888v1	derived from metagenome	
GCA_002509625.1	PRJNA348753	SAMN06027092	DAEY00000000.1	na	1915484	1915484	Methanobrevibacter sp. UBA401		UBA401	latest	Scaffold	Major	Full	2017/10/11	ASM250962v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/625/GCA_002509625.1_ASM250962v1	derived from metagenome	
